"coverageStatus","generationBucket","referenceStatus","coverageSource","graceSku","websiteSku","family","productGroupSlug","itemName","color","capacity","capacityMl","applicator","capStyle","capColor","materialBucket","currentImageUrl","currentImageUrlCapOff","coverageEvidenceUrl","referenceSource","referencePath","referenceUrl","productUrl","missingPromptFields"
"covered","covered_existing_media","not_needed","convex_shopify_cdn","GB-BSR-CBL-30ML-WHT-T-03","GBBstnBlu1ozWhtDropperShnSlTrim","Boston Round","","Boston round design 30ml, 1oz Cobalt blue glass bottle and white dropper with a shiny silver trim cap. For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils. Price each","Cobalt Blue","30 ml (1.01 oz)","30","Dropper","Tall","White","cobalt-blue","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779655598428_xmil8u.png?v=1779660511","","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779655598428_xmil8u.png?v=1779660511","","","","https://www.bestbottles.com/product/boston-round-design-1-oz-cobalt-blue-glass-bottle-white-dropper-shiny-silver-trim-cap",""
"needs_generation","generate_from_local_reference","local_reference_ready","none","GB-SLM-CLR-50ML-SPR-SBLK","GBSlm50SpryShnBlk","Slim","","Slim design 50 ml, 1.7oz  clear glass bottle  with shiny black spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Slim design bottle is a family of bottles available 30ml, 50ml and 100ml. Price each","Clear","50 ml (1.69 oz)","50","Perfume Spray Pump","Spray","Shiny Black","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBSlm50SpryShnBlk.gif","","","madison-masters-2080x2288-all-families-2026-05-08","/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/slim/slim-50ml-perfume-spray-pump/cap-on/GB-SLM-CLR-50ML-SPR-SBLK.png","","https://www.bestbottles.com/product/slim-design-50-ml-glass-bottle-shiny-black-spray-pump-and-cap",""
"covered","covered_existing_media","not_needed","convex_shopify_cdn","GB-DMD-CLR-60ML-AST-IVGD","GBDmnd2ozAnSpTslIvyGl","Diamond","","Diamond design 60ml, 2 ounce  clear glass bottle  with Ivory vintage style bulb sprayer with tassel with shiny gold collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhanc","Clear","60 ml (2.03 oz)","60","Vintage Bulb Sprayer with Tassel","Screw Cap","Ivory","clear","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779530282057_i4jnpq_89015061-5cdf-40c5-b00f-b0e740b45257.png?v=1779531046","","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779530282057_i4jnpq_89015061-5cdf-40c5-b00f-b0e740b45257.png?v=1779531046","","","","https://www.bestbottles.com/product/diamond-design-2-oz-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-gold-collar",""
"needs_generation","generate_from_local_reference","local_reference_ready","none","CMP-ROC-CPR-17415","CpRoll17-415Cu","Roll-On Cap","","Copper cap or closure for rollon bottles, Threadsize 17-415","Copper","0 ml (0 oz)","0","Plastic Roller Ball","Roll-On","Copper","copper","https://www.bestbottles.com/images/store/enlarged_pics/CpRoll17-415Cu.gif","","","madison-masters-2080x2288-all-families-2026-05-08","/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/roll-on-cap/roll-on-cap-unknown-size-unknown-applicator/cap-on/CMP-ROC-CPR-17415.png","","https://www.bestbottles.com/product/Caps-lids-top-roll-on-bottle-Matte-Copper-Color-17-415","heightWithoutCap"
"covered","covered_existing_media","not_needed","convex_shopify_cdn","GB-BSR-AMB-30ML-RBL-SBLK","GBBstnAmb1ozRollonShnBlk","Boston Round","","Cylinder design 30ml,1 oz Amber glass bottle with plastic roller ball plug and shiny black cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Price each","Amber","30 ml (1.01 oz)","30","Plastic Roller Ball","Roll-On","Shiny Black","amber","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779651608256_fllr8n.png?v=1779661042","","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779651608256_fllr8n.png?v=1779661042","","","","https://www.bestbottles.com/product/Boston-Round-Amber-Glass-Roll-on-Bottle-Shiny-Black-Cap-1oz",""
"covered","covered_existing_media","not_needed","convex_shopify_cdn","GB-DVA-CLR-30ML-SPR-CPR","GBDiva30SpryCu","Diva","","Diva design 30 ml, 1oz  clear glass bottle  with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Our Classic Diva bottle family is available in 30ml, 46ml and 100ml. Price each","Clear","30 ml (1.01 oz)","30","Perfume Spray Pump","Spray","Copper","clear","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779517949713_72wkt9_1518fb1d-8582-4459-a264-2ac58c5abb7a.png?v=1779526070","","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779517949713_72wkt9_1518fb1d-8582-4459-a264-2ac58c5abb7a.png?v=1779526070","","","","https://www.bestbottles.com/product/diva-design-30-ml-glass-bottle-matte-copper-spray-and-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-RCT-CLR-10ML-SLV-T-01","GBRect10Sl","Rectangle","","Footed rectangular design 10ml, 1/3oz Clear glass bottle with shiny silver cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and decants. Price each","Clear","10 ml (0.34 oz)","10","","Tall","Silver","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBRect10Sl.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/best-bottles/reference-images/GB-RCT-CLR-10ML-SLV-T-01__GBRect10Sl__pdp-main__v001.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/footed-rectangular-design-10-ml-bottle-shiny-silver-cap","applicator"
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-ELG-FRS-100ML-RDC-WHT","GBElgFrst100RdcrWht","Elegant","","Elegant design 100 ml, 3 1/2oz frosted glass bottle with reducer and white cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Elegant bottle is a family of bottles available in 5ml, 15ml, 30ml, 60ml and 100ml. Pric","Frosted","100 ml (3.38 oz)","100","Reducer","Screw Cap","White","frosted","https://www.bestbottles.com/images/store/enlarged_pics/GBElgFrst100RdcrWht.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Elegant/GB-ELG-FRS-100ML-RDC-WHT_1779482993970_ndqi60.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/elegant-design-105-ml-frosted-glass-bottle-reducer-white-cap",""
"needs_generation","generate_from_local_reference","local_reference_ready","none","GB-SLM-CLR-50ML-SPR-MGLD","GBSlm50SpryMtGl","Slim","","Slim design 50 ml, 1.7oz  clear glass bottle  with matte gold spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Slim design bottle is a family of bottles available 30ml, 50ml and 100ml. Price each","Clear","50 ml (1.69 oz)","50","Perfume Spray Pump","Spray","Matte Gold","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBSlm50SpryMtGl.gif","","","madison-masters-2080x2288-all-families-2026-05-08","/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/slim/slim-50ml-perfume-spray-pump/cap-on/GB-SLM-CLR-50ML-SPR-MGLD.png","","https://www.bestbottles.com/product/slim-design-50-ml-glass-bottle-matte-gold-spray-pump-and-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-ELG-FRS-100ML-RDC-IVLT","GBElgFrst100RdcrIvyLthr","Elegant","","Elegant design 100 ml, 3 1/2oz frosted glass bottle with reducer and ivory faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Elegant bottle is a family of bottles available in 5ml, 15ml, 30ml, 60ml an","Frosted","100 ml (3.38 oz)","100","Reducer","Faux Leather","Ivory Leather","frosted","https://www.bestbottles.com/images/store/enlarged_pics/GBElgFrst100RdcrIvyLthr.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Elegant/GB-ELG-FRS-100ML-RDC-IVLT_1779482992271_bhnepz.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/elegant-design-105-ml-frosted-glass-bottle-reducer-ivory-faux-leather-cap",""
"needs_generation","generate_from_local_reference","local_reference_ready","none","CMP-ROC-SBLK-17415","CpRoll17-415ShnBlk","Roll-On Cap","","Shiny black cap or closure for rollon bottles, Threadsize 17-415","Black","0 ml (0 oz)","0","Plastic Roller Ball","Roll-On","Shiny Black","black","https://www.bestbottles.com/images/store/enlarged_pics/CpRoll17-415ShnBlk.gif","","","madison-masters-2080x2288-all-families-2026-05-08","/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/roll-on-cap/roll-on-cap-unknown-size-unknown-applicator/cap-on/CMP-ROC-SBLK-17415.png","","https://www.bestbottles.com/product/Caps-lids-top-roll-on-bottle-Shiny-Black-Color-17-415","heightWithoutCap"
"covered","covered_existing_media","not_needed","convex_shopify_cdn","GB-DMD-CLR-60ML-AST-IVSL","GBDmnd2ozAnSpTslIvySl","Diamond","","Diamond design 60ml, 2 ounce  clear glass bottle  with Ivory vintage style bulb sprayer with tassel with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enha","Clear","60 ml (2.03 oz)","60","Vintage Bulb Sprayer with Tassel","Spray","Ivory","clear","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779530342094_uc0b3b_af130574-2f44-4351-921d-be971844051a.png?v=1779531042","","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779530342094_uc0b3b_af130574-2f44-4351-921d-be971844051a.png?v=1779531042","","","","https://www.bestbottles.com/product/diamond-design-2-oz-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-silver-collar",""
"covered","covered_existing_media","not_needed","convex_shopify_cdn","GB-BSR-BLU-30ML-RON-MBLK","GBBstnBlu1ozRollonMattBlk","Boston Round","","Boston round design 30ml, 1oz Cobalt blue glass bottle with plastic roller ball plug and matte black cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable bottle with large, 12mm diameter roller ball. Price","Cobalt Blue","30 ml (1.01 oz)","30","Plastic Roller Ball","Roll-On","Matte Black","cobalt-blue","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779651993517_skipxm.png?v=1779661021","","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779651993517_skipxm.png?v=1779661021","","","","https://www.bestbottles.com/product/boston-round-design-1-oz-cobalt-blue-glass-bottle-plastic-roller-ball-matte-black-cap",""
"needs_generation","generate_from_local_reference","local_reference_ready","none","GB-RCT-WHT-10ML-WHT-S-01","GBRect10WhtSht","Rectangle","","Footed rectangular design 10ml, 1/3oz Clear glass bottle with short white cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and decants. Price each","Clear","10 ml (0.34 oz)","10","","Short","White","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBRect10WhtSht.gif","","","madison-masters-2080x2288-all-families-2026-05-08","/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/rectangle/rectangle-10ml-unknown-applicator/cap-on/GB-RCT-WHT-10ML-WHT-S-01.png","","https://www.bestbottles.com/product/footed-rectangular-design-10-ml-bottle-short-white-cap","applicator"
"covered","covered_existing_media","not_needed","convex_shopify_cdn","GB-GRC-CLR-55ML-SPR-MGLD","GBGrce55SpryMtGl","Grace","","Grace design 55 ml, 1.85oz  clear glass bottle  with matte gold spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. A unique design to enhance your product. Price each","Clear","55 ml (1.86 oz)","55","Perfume Spray Pump","Spray","Matte Gold","clear","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/1779490341770-a3fa0402-a378-4d96-838d-cde9c77bae9f.png?v=1779490394","","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/1779490341770-a3fa0402-a378-4d96-838d-cde9c77bae9f.png?v=1779490394","","","","https://www.bestbottles.com/product/grace-design-55-ml-glass-bottle-matte-gold-spray-pump-and-cap",""
"covered","covered_existing_media","not_needed","convex_shopify_cdn","GB-DMD-CLR-60ML-AST-LVN","GBDmnd2ozAnSpTslLvn","Diamond","","Diamond design 60ml, 2 ounce  clear glass bottle  with Lavender vintage style bulb sprayer with tassel with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers e","Clear","60 ml (2.03 oz)","60","Vintage Bulb Sprayer with Tassel","Spray","Lavender","clear","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779530404689_89cmrn_9e7c836c-efc5-4011-809f-85cbf84737bf.png?v=1779531037","","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779530404689_89cmrn_9e7c836c-efc5-4011-809f-85cbf84737bf.png?v=1779531037","","","","https://www.bestbottles.com/product/diamond-design-2-oz-glass-bottle-lavender-vintage-style-sprayer-with-tassel-shiny-silver-collar",""
"needs_generation","generate_from_local_reference","local_reference_ready","none","CMP-ROC-WHT-17415","CpRoll17-415White","Roll-On Cap","","White cap or closure for rollon bottles, Threadsize 17-415","White","0 ml (0 oz)","0","Plastic Roller Ball","Roll-On","White","white","https://www.bestbottles.com/images/store/enlarged_pics/CpRoll17-415White.gif","","","madison-masters-2080x2288-all-families-2026-05-08","/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/roll-on-cap/roll-on-cap-unknown-size-unknown-applicator/cap-on/CMP-ROC-WHT-17415.png","","https://www.bestbottles.com/product/Caps-lids-top-roll-on-bottle-White-Color-17-415","heightWithoutCap"
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-ELG-FRS-100ML-RDC-PKLT","GBElgFrst100RdcrPnkLthr","Elegant","","Elegant design 100 ml, 3 1/2oz frosted glass bottle with reducer and pink faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Elegant bottle is a family of bottles available in 5ml, 15ml, 30ml, 60ml and","Frosted","100 ml (3.38 oz)","100","Reducer","Faux Leather","Pink Leather","frosted","https://www.bestbottles.com/images/store/enlarged_pics/GBElgFrst100RdcrPnkLthr.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Elegant/GB-ELG-FRS-100ML-RDC-PKLT_1779483003355_0sspka.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/elegant-design-105-ml-frosted-glass-bottle-reducer-pink-faux-leather-cap",""
"covered","covered_existing_media","not_needed","convex_shopify_cdn","GB-BSR-CBL-30ML-RBL-MSLV","GBBstnBlu1ozRollonMattSl","Boston Round","","Boston round design 30ml, 1oz Cobalt blue glass bottle with plastic roller ball plug and matte silver cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable bottle with large, 12mm diameter roller ball. Pric","Cobalt Blue","30 ml (1.01 oz)","30","Plastic Roller Ball","Roll-On","Matte Silver","cobalt-blue","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779652048050_6pnzl6.png?v=1779661017","","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779652048050_6pnzl6.png?v=1779661017","","","","https://www.bestbottles.com/product/boston-round-design-1-oz-cobalt-blue-glass-bottle-plastic-roller-ball-matte-silver-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-ELG-BLK-30ML-SPR-BLK","GBElg30SpryBlk","Elegant","","Elegant design 30 ml, clear glass bottle with sprayer and black cap. For use with cologne, perfume, air freshner, face and body spray, or room spray. Classic, Elegant design is a family of bottles availabel in many sizes. Price each","Clear","30 ml (1.01 oz)","30","Perfume Spray Pump","Spray","Black","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBElg30SpryBlk.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Elegant/GB-ELG-BLK-30ML-SPR-BLK_1779482930711_6nhi5r.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/elegant-design-30-ml-clear-glass-bottle-sprayer-black-cap",""
